,Age,Complexity,Type
1312,24.0,0.7360546815712219,Adult-directed
1313,24.0,0.6831968497067772,Adult-directed
1314,24.0,0.731888008876376,Adult-directed
1315,24.0,0.7256703722655053,Adult-directed
1316,24.0,0.6812186096946715,Adult-directed
1317,24.0,0.6772738314036552,Adult-directed
1318,24.0,0.7052197617942145,Adult-directed
1319,24.0,0.7277386253295643,Adult-directed
1320,24.0,0.6871651088823978,Adult-directed
1321,24.0,0.7052197617942145,Adult-directed
1322,24.0,0.7550225842780328,Adult-directed
1323,24.0,0.7256703722655053,Adult-directed
1324,24.0,0.6911491778972723,Adult-directed
1325,24.0,0.7236063880446539,Adult-directed
1326,24.0,0.7550225842780328,Adult-directed
1327,24.0,0.7486598904902041,Adult-directed
1328,24.0,0.715392789507265,Adult-directed
1329,24.0,0.7381445464906811,Adult-directed
1330,24.0,0.7874578600311866,Adult-directed
1331,24.0,0.7360546815712219,Adult-directed
1332,24.0,0.7444404749474959,Adult-directed
1333,24.0,0.6812186096946715,Adult-directed
1334,24.0,0.6891551592904078,Adult-directed
1335,24.0,0.7277386253295643,Adult-directed
1336,24.0,0.7031975164134467,Adult-directed
1337,24.0,0.7635696448564911,Adult-directed
1338,24.0,0.7339691750802004,Adult-directed
1339,24.0,0.6753072624316143,Adult-directed
1340,24.0,0.7236063880446539,Adult-directed
1341,24.0,0.7721903879003982,Adult-directed
1342,24.0,0.7174398731289899,Adult-directed
1343,24.0,0.8051966843685682,Adult-directed
1344,24.0,0.7940730991499059,Adult-directed
1345,24.0,0.7381445464906811,Adult-directed
1346,24.0,0.7133498878774648,Adult-directed
1347,24.0,0.6851790109107684,Adult-directed
1348,24.0,0.7528971849657193,Adult-directed
1349,24.0,0.7194911558995473,Adult-directed
1350,24.0,0.6991652528855083,Adult-directed
1351,24.0,0.707246104939447,Adult-directed
1352,24.0,0.6951491832306184,Adult-directed
1353,24.0,0.7113111511876165,Adult-directed
1354,24.0,0.7339691750802004,Adult-directed
1355,24.0,0.7174398731289899,Adult-directed
1356,24.0,0.6891551592904078,Adult-directed
1357,24.0,0.7465479572870606,Adult-directed
1358,24.0,0.6871651088823978,Adult-directed
1359,24.0,0.7528971849657193,Adult-directed
1360,24.0,0.816445396904439,Adult-directed
1361,24.0,0.7277386253295643,Adult-directed
1362,24.0,0.7194911558995473,Adult-directed
1363,24.0,0.7277386253295643,Adult-directed
1364,24.0,0.7465479572870606,Adult-directed
1365,24.0,0.7194911558995473,Adult-directed
1366,24.0,0.7277386253295643,Adult-directed
1367,24.0,0.709276562489829,Adult-directed
1368,24.0,0.7113111511876165,Adult-directed
1369,24.0,0.7765287894989963,Adult-directed
1370,24.0,0.707246104939447,Adult-directed
1371,24.0,0.7256703722655053,Adult-directed
1372,24.0,0.707246104939447,Adult-directed
1373,24.0,0.6812186096946715,Adult-directed
1374,24.0,0.7256703722655053,Adult-directed
1375,24.0,0.6772738314036552,Adult-directed
1376,24.0,0.6597124044737079,Adult-directed
1377,24.0,0.7298111649315367,Adult-directed
1378,24.0,0.6694306539426292,Adult-directed
1379,24.0,0.7133498878774648,Adult-directed
1380,24.0,0.7571525105358577,Adult-directed
1381,24.0,0.7339691750802004,Adult-directed
1382,24.0,0.7174398731289899,Adult-directed
1383,24.0,0.7011793522572096,Adult-directed
1384,24.0,0.6635883783184009,Adult-directed
1385,24.0,0.7721903879003982,Adult-directed
1386,24.0,0.7550225842780328,Adult-directed
1387,24.0,0.7571525105358577,Adult-directed
1388,24.0,0.7113111511876165,Adult-directed
1389,24.0,0.7011793522572096,Adult-directed
1390,24.0,0.6812186096946715,Adult-directed
1391,24.0,0.731888008876376,Adult-directed
1392,24.0,0.6871651088823978,Adult-directed
1393,24.0,0.7031975164134467,Adult-directed
1394,24.0,0.7381445464906811,Adult-directed
1395,24.0,0.7113111511876165,Adult-directed
1396,24.0,0.7852624694677509,Adult-directed
1397,24.0,0.7277386253295643,Adult-directed
1398,24.0,0.7444404749474959,Adult-directed
1399,24.0,0.6792442753909539,Adult-directed
1400,24.0,0.4780358009429998,Child-directed
1401,24.0,0.44941699563734716,Child-directed
1402,24.0,0.5041810810473222,Child-directed
1403,24.0,0.4780358009429998,Child-directed
1404,24.0,0.49265831981054176,Child-directed
1405,24.0,0.4557063245449111,Child-directed
1406,24.0,0.4541302800894454,Child-directed
1407,24.0,0.47160491061270937,Child-directed
1408,24.0,0.4079682383262829,Child-directed
1409,24.0,0.44785082460460224,Child-directed
1410,24.0,0.4541302800894454,Child-directed
1411,24.0,0.4338645826298623,Child-directed
1412,24.0,0.44785082460460224,Child-directed
1413,24.0,0.4620354595965587,Child-directed
1414,24.0,0.4732087601946839,Child-directed
1415,24.0,0.444725822061467,Child-directed
1416,24.0,0.46840490788203853,Child-directed
1417,24.0,0.4764241970486583,Child-directed
1418,24.0,0.45098562340997367,Child-directed
1419,24.0,0.44316697529217586,Child-directed
1420,24.0,0.49593701127224005,Child-directed
1421,24.0,0.44785082460460224,Child-directed
1422,24.0,0.4588658848352796,Child-directed
1423,24.0,0.45728485683796083,Child-directed
1424,24.0,0.4462871026284195,Child-directed
1425,24.0,0.4604494164409239,Child-directed
1426,24.0,0.4400565528777834,Child-directed
1427,24.0,0.48939034304592566,Child-directed
1428,24.0,0.48288625507674926,Child-directed
1429,24.0,0.5208759596194922,Child-directed
1430,24.0,0.44941699563734716,Child-directed
1431,24.0,0.44161055474451766,Child-directed
1432,24.0,0.44785082460460224,Child-directed
1433,24.0,0.4557063245449111,Child-directed
1434,24.0,0.43850496218636453,Child-directed
1435,24.0,0.48288625507674926,Child-directed
1436,24.0,0.4604494164409239,Child-directed
1437,24.0,0.4557063245449111,Child-directed
1438,24.0,0.4462871026284195,Child-directed
1439,24.0,0.4604494164409239,Child-directed
1440,24.0,0.42924563677356775,Child-directed
1441,24.0,0.44785082460460224,Child-directed
1442,24.0,0.44316697529217586,Child-directed
1443,24.0,0.4942963218147801,Child-directed
1444,24.0,0.44161055474451766,Child-directed
1445,24.0,0.4845083154486173,Child-directed
1446,24.0,0.4636240222816965,Child-directed
1447,24.0,0.44316697529217586,Child-directed
1448,24.0,0.5058380822549516,Child-directed
1449,24.0,0.45728485683796083,Child-directed
1450,24.0,0.4668087383492164,Child-directed
1451,24.0,0.4246479275249383,Child-directed
1452,24.0,0.4400565528777834,Child-directed
1453,24.0,0.4604494164409239,Child-directed
1454,24.0,0.4338645826298623,Child-directed
1455,24.0,0.48288625507674926,Child-directed
1456,24.0,0.4200712604975265,Child-directed
1457,24.0,0.47965000629754095,Child-directed
1458,24.0,0.43540898448123644,Child-directed
1459,24.0,0.4604494164409239,Child-directed
1460,24.0,0.4748151862429576,Child-directed
1461,24.0,0.45728485683796083,Child-directed
1462,24.0,0.5361434317502807,Child-directed
1463,24.0,0.37106368139083207,Child-directed
1464,24.0,0.4462871026284195,Child-directed
1465,24.0,0.4668087383492164,Child-directed
1466,24.0,0.43850496218636453,Child-directed
1467,24.0,0.47965000629754095,Child-directed
1468,24.0,0.43695577519953516,Child-directed
1469,24.0,0.4338645826298623,Child-directed
1470,24.0,0.4246479275249383,Child-directed
1471,24.0,0.4636240222816965,Child-directed
1472,24.0,0.4557063245449111,Child-directed
1473,24.0,0.4812668215244463,Child-directed
1474,24.0,0.44316697529217586,Child-directed
1475,24.0,0.4620354595965587,Child-directed
1476,24.0,0.444725822061467,Child-directed
1477,24.0,0.44941699563734716,Child-directed
1478,24.0,0.45728485683796083,Child-directed
1479,24.0,0.48288625507674926,Child-directed
1480,24.0,0.44161055474451766,Child-directed
1481,24.0,0.4748151862429576,Child-directed
1482,24.0,0.4620354595965587,Child-directed
1483,24.0,0.4525567156420149,Child-directed
1484,24.0,0.4307829160924542,Child-directed
1485,24.0,0.4812668215244463,Child-directed
1486,24.0,0.4155154439616658,Child-directed
1487,24.0,0.4400565528777834,Child-directed
1488,24.0,0.44785082460460224,Child-directed
1489,24.0,0.4636240222816965,Child-directed
1490,24.0,0.42924563677356775,Child-directed
1491,24.0,0.4079682383262829,Child-directed
1492,24.0,0.42924563677356775,Child-directed
1493,24.0,0.45728485683796083,Child-directed
1494,24.0,0.4049652330665133,Child-directed
1495,24.0,0.4748151862429576,Child-directed
1496,24.0,0.4277107170554841,Child-directed
1497,24.0,0.444725822061467,Child-directed
1498,24.0,0.45098562340997367,Child-directed
1499,24.0,0.47160491061270937,Child-directed
1500,25.0,0.7550225842780328,Adult-directed
1501,25.0,0.791863153499103,Adult-directed
1502,25.0,0.7360546815712219,Adult-directed
1503,25.0,0.6635883783184009,Adult-directed
1504,25.0,0.7550225842780328,Adult-directed
1505,25.0,0.7236063880446539,Adult-directed
1506,25.0,0.7031975164134467,Adult-directed
1507,25.0,0.7465479572870606,Adult-directed
1508,25.0,0.789658080940789,Adult-directed
1509,25.0,0.7486598904902041,Adult-directed
1510,25.0,0.7402387880937958,Adult-directed
1511,25.0,0.6911491778972723,Adult-directed
1512,25.0,0.770028224895903,Adult-directed
1513,25.0,0.7444404749474959,Adult-directed
1514,25.0,0.7174398731289899,Adult-directed
1515,25.0,0.7571525105358577,Adult-directed
1516,25.0,0.7194911558995473,Adult-directed
1517,25.0,0.7031975164134467,Adult-directed
1518,25.0,0.7339691750802004,Adult-directed
1519,25.0,0.7423374247507171,Adult-directed
1520,25.0,0.7381445464906811,Adult-directed
1521,25.0,0.7571525105358577,Adult-directed
1522,25.0,0.6931471805599453,Adult-directed
1523,25.0,0.7256703722655053,Adult-directed
1524,25.0,0.6991652528855083,Adult-directed
1525,25.0,0.7444404749474959,Adult-directed
1526,25.0,0.6831968497067772,Adult-directed
1527,25.0,0.6971552019574841,Adult-directed
1528,25.0,0.7592869830644903,Adult-directed
1529,25.0,0.7743572359854884,Adult-directed
1530,25.0,0.7360546815712219,Adult-directed
1531,25.0,0.7528971849657193,Adult-directed
1532,25.0,0.7133498878774648,Adult-directed
1533,25.0,0.816445396904439,Adult-directed
1534,25.0,0.7743572359854884,Adult-directed
1535,25.0,0.7721903879003982,Adult-directed
1536,25.0,0.7381445464906811,Adult-directed
1537,25.0,0.6792442753909539,Adult-directed
1538,25.0,0.7962879394794586,Adult-directed
1539,25.0,0.780886094867952,Adult-directed
1540,25.0,0.7194911558995473,Adult-directed
1541,25.0,0.7236063880446539,Adult-directed
1542,25.0,0.7360546815712219,Adult-directed
1543,25.0,0.7339691750802004,Adult-directed
1544,25.0,0.731888008876376,Adult-directed
1545,25.0,0.7360546815712219,Adult-directed
1546,25.0,0.731888008876376,Adult-directed
1547,25.0,0.7256703722655053,Adult-directed
1548,25.0,0.7550225842780328,Adult-directed
1549,25.0,0.7614260213132397,Adult-directed
1550,25.0,0.770028224895903,Adult-directed
1551,25.0,0.7550225842780328,Adult-directed
1552,25.0,0.8141855089370014,Adult-directed
1553,25.0,0.8119307165499123,Adult-directed
1554,25.0,0.770028224895903,Adult-directed
1555,25.0,0.7215466550816433,Adult-directed
1556,25.0,0.7174398731289899,Adult-directed
1557,25.0,0.8007323912398827,Adult-directed
1558,25.0,0.8051966843685682,Adult-directed
1559,25.0,0.7381445464906811,Adult-directed
1560,25.0,0.7360546815712219,Adult-directed
1561,25.0,0.7571525105358577,Adult-directed
1562,25.0,0.7678707267558817,Adult-directed
1563,25.0,0.7571525105358577,Adult-directed
1564,25.0,0.7174398731289899,Adult-directed
1565,25.0,0.7031975164134467,Adult-directed
1566,25.0,0.6991652528855083,Adult-directed
1567,25.0,0.715392789507265,Adult-directed
1568,25.0,0.7614260213132397,Adult-directed
1569,25.0,0.7360546815712219,Adult-directed
1570,25.0,0.7830718880879323,Adult-directed
1571,25.0,0.7174398731289899,Adult-directed
1572,25.0,0.6931471805599453,Adult-directed
1573,25.0,0.7215466550816433,Adult-directed
1574,25.0,0.7571525105358577,Adult-directed
1575,25.0,0.731888008876376,Adult-directed
1576,25.0,0.7360546815712219,Adult-directed
1577,25.0,0.7339691750802004,Adult-directed
1578,25.0,0.789658080940789,Adult-directed
1579,25.0,0.7215466550816433,Adult-directed
1580,25.0,0.7635696448564911,Adult-directed
1581,25.0,0.7635696448564911,Adult-directed
1582,25.0,0.8096809968158968,Adult-directed
1583,25.0,0.707246104939447,Adult-directed
1584,25.0,0.7298111649315367,Adult-directed
1585,25.0,0.7743572359854884,Adult-directed
1586,25.0,0.7360546815712219,Adult-directed
1587,25.0,0.7133498878774648,Adult-directed
1588,25.0,0.6871651088823978,Adult-directed
1589,25.0,0.7277386253295643,Adult-directed
1590,25.0,0.7444404749474959,Adult-directed
1591,25.0,0.7256703722655053,Adult-directed
1592,25.0,0.715392789507265,Adult-directed
1593,25.0,0.7360546815712219,Adult-directed
1594,25.0,0.7787050689215919,Adult-directed
1595,25.0,0.7402387880937958,Adult-directed
1596,25.0,0.6911491778972723,Adult-directed
1597,25.0,0.7215466550816433,Adult-directed
1598,25.0,0.7465479572870606,Adult-directed
1599,25.0,0.7657178733947807,Adult-directed
1600,25.0,0.5141645250315053,Child-directed
1601,25.0,0.4764241970486583,Child-directed
1602,25.0,0.515838165589535,Child-directed
1603,25.0,0.5191938734365074,Child-directed
1604,25.0,0.5058380822549516,Child-directed
1605,25.0,0.53785429615391,Child-directed
1606,25.0,0.527632742082372,Child-directed
1607,25.0,0.5225608799844117,Child-directed
1608,25.0,0.507497833673316,Child-directed
1609,25.0,0.49593701127224005,Child-directed
1610,25.0,0.5327304591540407,Child-directed
1611,25.0,0.5008752929128226,Child-directed
1612,25.0,0.5225608799844117,Child-directed
1613,25.0,0.5041810810473222,Child-directed
1614,25.0,0.5327304591540407,Child-directed
1615,25.0,0.5108256237659907,Child-directed
1616,25.0,0.5225608799844117,Child-directed
1617,25.0,0.5175146119167874,Child-directed
1618,25.0,0.507497833673316,Child-directed
1619,25.0,0.48288625507674926,Child-directed
1620,25.0,0.5293290953305504,Child-directed
1621,25.0,0.4748151862429576,Child-directed
1622,25.0,0.5208759596194922,Child-directed
1623,25.0,0.49758039701597007,Child-directed
1624,25.0,0.5091603444469295,Child-directed
1625,25.0,0.5430045221302259,Child-directed
1626,25.0,0.4652151125139384,Child-directed
1627,25.0,0.5124936808666878,Child-directed
1628,25.0,0.5516476182862459,Child-directed
1629,25.0,0.5259392615760389,Child-directed
1630,25.0,0.5242486440981314,Child-directed
1631,25.0,0.5041810810473222,Child-directed
1632,25.0,0.5344354894051245,Child-directed
1633,25.0,0.48288625507674926,Child-directed
1634,25.0,0.5025268209512956,Child-directed
1635,25.0,0.527632742082372,Child-directed
1636,25.0,0.5481814103097596,Child-directed
1637,25.0,0.4400565528777834,Child-directed
1638,25.0,0.5327304591540407,Child-directed
1639,25.0,0.5091603444469295,Child-directed
1640,25.0,0.5709295478356962,Child-directed
1641,25.0,0.5412848312506993,Child-directed
1642,25.0,0.5175146119167874,Child-directed
1643,25.0,0.5621189181535413,Child-directed
1644,25.0,0.5430045221302259,Child-directed
1645,25.0,0.579818495252942,Child-directed
1646,25.0,0.48939034304592566,Child-directed
1647,25.0,0.4604494164409239,Child-directed
1648,25.0,0.5533852381847867,Child-directed
1649,25.0,0.48939034304592566,Child-directed
1650,25.0,0.5762534290884459,Child-directed
1651,25.0,0.5293290953305504,Child-directed
1652,25.0,0.5430045221302259,Child-directed
1653,25.0,0.4780358009429998,Child-directed
1654,25.0,0.5293290953305504,Child-directed
1655,25.0,0.49758039701597007,Child-directed
1656,25.0,0.5744756508424468,Child-directed
1657,25.0,0.5242486440981314,Child-directed
1658,25.0,0.5225608799844117,Child-directed
1659,25.0,0.48288625507674926,Child-directed
1660,25.0,0.5551258826625707,Child-directed
1661,25.0,0.4942963218147801,Child-directed
1662,25.0,0.53785429615391,Child-directed
1663,25.0,0.5259392615760389,Child-directed
1664,25.0,0.5430045221302259,Child-directed
1665,25.0,0.4942963218147801,Child-directed
1666,25.0,0.5242486440981314,Child-directed
1667,25.0,0.5481814103097596,Child-directed
1668,25.0,0.5108256237659907,Child-directed
1669,25.0,0.5568695622673976,Child-directed
1670,25.0,0.5141645250315053,Child-directed
1671,25.0,0.47965000629754095,Child-directed
1672,25.0,0.527632742082372,Child-directed
1673,25.0,0.5533852381847867,Child-directed
1674,25.0,0.5656338602609858,Child-directed
1675,25.0,0.5310283310835102,Child-directed
1676,25.0,0.5310283310835102,Child-directed
1677,25.0,0.5551258826625707,Child-directed
1678,25.0,0.5108256237659907,Child-directed
1679,25.0,0.4845083154486173,Child-directed
1680,25.0,0.5242486440981314,Child-directed
1681,25.0,0.5551258826625707,Child-directed
1682,25.0,0.5108256237659907,Child-directed
1683,25.0,0.4877603508349946,Child-directed
1684,25.0,0.4764241970486583,Child-directed
1685,25.0,0.5008752929128226,Child-directed
1686,25.0,0.5551258826625707,Child-directed
1687,25.0,0.5568695622673976,Child-directed
1688,25.0,0.5175146119167874,Child-directed
1689,25.0,0.5025268209512956,Child-directed
1690,25.0,0.5041810810473222,Child-directed
1691,25.0,0.4588658848352796,Child-directed
1692,25.0,0.5464528014091419,Child-directed
1693,25.0,0.5025268209512956,Child-directed
1694,25.0,0.49593701127224005,Child-directed
1695,25.0,0.5327304591540407,Child-directed
1696,25.0,0.5008752929128226,Child-directed
1697,25.0,0.515838165589535,Child-directed
1698,25.0,0.4668087383492164,Child-directed
1699,25.0,0.5412848312506993,Child-directed
1700,26.0,0.48288625507674926,Adult-directed
1701,26.0,0.48939034304592566,Adult-directed
1702,26.0,0.44161055474451766,Adult-directed
1703,26.0,0.46840490788203853,Adult-directed
1704,26.0,0.4557063245449111,Adult-directed
1705,26.0,0.4764241970486583,Adult-directed
1706,26.0,0.4877603508349946,Adult-directed
1707,26.0,0.43695577519953516,Adult-directed
1708,26.0,0.4652151125139384,Adult-directed
1709,26.0,0.4557063245449111,Adult-directed
1710,26.0,0.4109802887962745,Adult-directed
1711,26.0,0.3915622029391729,Adult-directed
1712,26.0,0.4620354595965587,Adult-directed
1713,26.0,0.4307829160924542,Adult-directed
1714,26.0,0.4541302800894454,Adult-directed
1715,26.0,0.491022996469811,Adult-directed
1716,26.0,0.4338645826298623,Adult-directed
1717,26.0,0.4604494164409239,Adult-directed
1718,26.0,0.4620354595965587,Adult-directed
1719,26.0,0.49265831981054176,Adult-directed
1720,26.0,0.41400143913045073,Adult-directed
1721,26.0,0.44161055474451766,Adult-directed
1722,26.0,0.4877603508349946,Adult-directed
1723,26.0,0.44316697529217586,Adult-directed
1724,26.0,0.4668087383492164,Adult-directed
1725,26.0,0.44316697529217586,Adult-directed
1726,26.0,0.45728485683796083,Adult-directed
1727,26.0,0.44316697529217586,Adult-directed
1728,26.0,0.5412848312506993,Adult-directed
1729,26.0,0.4652151125139384,Adult-directed
1730,26.0,0.48939034304592566,Adult-directed
1731,26.0,0.4636240222816965,Adult-directed
1732,26.0,0.4200712604975265,Adult-directed
1733,26.0,0.47160491061270937,Adult-directed
1734,26.0,0.4780358009429998,Adult-directed
1735,26.0,0.43695577519953516,Adult-directed
1736,26.0,0.4525567156420149,Adult-directed
1737,26.0,0.46840490788203853,Adult-directed
1738,26.0,0.4877603508349946,Adult-directed
1739,26.0,0.42924563677356775,Adult-directed
1740,26.0,0.4231200433468851,Adult-directed
1741,26.0,0.5008752929128226,Adult-directed
1742,26.0,0.4307829160924542,Adult-directed
1743,26.0,0.5447271754416722,Adult-directed
1744,26.0,0.4541302800894454,Adult-directed
1745,26.0,0.4462871026284195,Adult-directed
1746,26.0,0.4588658848352796,Adult-directed
1747,26.0,0.4462871026284195,Adult-directed
1748,26.0,0.4700036292457356,Adult-directed
1749,26.0,0.4400565528777834,Adult-directed
1750,26.0,0.4620354595965587,Adult-directed
1751,26.0,0.42924563677356775,Adult-directed
1752,26.0,0.4700036292457356,Adult-directed
1753,26.0,0.41703174447962976,Adult-directed
1754,26.0,0.43232256227804705,Adult-directed
1755,26.0,0.4604494164409239,Adult-directed
1756,26.0,0.49758039701597007,Adult-directed
1757,26.0,0.4764241970486583,Adult-directed
1758,26.0,0.4992264879226388,Adult-directed
1759,26.0,0.47965000629754095,Adult-directed
1760,26.0,0.45728485683796083,Adult-directed
1761,26.0,0.4557063245449111,Adult-directed
1762,26.0,0.4557063245449111,Adult-directed
1763,26.0,0.4604494164409239,Adult-directed
1764,26.0,0.43850496218636453,Adult-directed
1765,26.0,0.46840490788203853,Adult-directed
1766,26.0,0.44785082460460224,Adult-directed
1767,26.0,0.5225608799844117,Adult-directed
1768,26.0,0.444725822061467,Adult-directed
1769,26.0,0.43540898448123644,Adult-directed
1770,26.0,0.4668087383492164,Adult-directed
1771,26.0,0.45728485683796083,Adult-directed
1772,26.0,0.4277107170554841,Adult-directed
1773,26.0,0.44785082460460224,Adult-directed
1774,26.0,0.4861330111756192,Adult-directed
1775,26.0,0.4246479275249383,Adult-directed
1776,26.0,0.4877603508349946,Adult-directed
1777,26.0,0.4764241970486583,Adult-directed
1778,26.0,0.4748151862429576,Adult-directed
1779,26.0,0.4462871026284195,Adult-directed
1780,26.0,0.4861330111756192,Adult-directed
1781,26.0,0.45728485683796083,Adult-directed
1782,26.0,0.4942963218147801,Adult-directed
1783,26.0,0.4588658848352796,Adult-directed
1784,26.0,0.43540898448123644,Adult-directed
1785,26.0,0.4636240222816965,Adult-directed
1786,26.0,0.40646560844174784,Adult-directed
1787,26.0,0.4636240222816965,Adult-directed
1788,26.0,0.4462871026284195,Adult-directed
1789,26.0,0.44316697529217586,Adult-directed
1790,26.0,0.4231200433468851,Adult-directed
1791,26.0,0.3960099493374092,Adult-directed
1792,26.0,0.44941699563734716,Adult-directed
1793,26.0,0.4942963218147801,Adult-directed
1794,26.0,0.4668087383492164,Adult-directed
1795,26.0,0.42617814970570594,Adult-directed
1796,26.0,0.444725822061467,Adult-directed
1797,26.0,0.44161055474451766,Adult-directed
1798,26.0,0.491022996469811,Adult-directed
1799,26.0,0.4400565528777834,Adult-directed
1800,26.0,0.353821874956326,Child-directed
1801,26.0,0.37396644104879345,Child-directed
1802,26.0,0.4019712188539085,Child-directed
1803,26.0,0.3871341514234409,Child-directed
1804,26.0,0.34814004148889505,Child-directed
1805,26.0,0.3797973613595865,Child-directed
1806,26.0,0.3989861420104552,Child-directed
1807,26.0,0.3581045367483269,Child-directed
1808,26.0,0.41248972304512876,Child-directed
1809,26.0,0.390084006069862,Child-directed
1810,26.0,0.3768776512562517,Child-directed
1811,26.0,0.37542098675978763,Child-directed
1812,26.0,0.4400565528777834,Child-directed
1813,26.0,0.4155154439616658,Child-directed
1814,26.0,0.3797973613595865,Child-directed
1815,26.0,0.43540898448123644,Child-directed
1816,26.0,0.3856624808119846,Child-directed
1817,26.0,0.41400143913045073,Child-directed
1818,26.0,0.327116141697188,Child-directed
1819,26.0,0.40947312950570314,Child-directed
1820,26.0,0.38272562113867487,Child-directed
1821,26.0,0.3523983871714722,Child-directed
1822,26.0,0.34814004148889505,Child-directed
1823,26.0,0.37106368139083207,Child-directed
1824,26.0,0.4079682383262829,Child-directed
1825,26.0,0.4109802887962745,Child-directed
1826,26.0,0.40047756659712525,Child-directed
1827,26.0,0.353821874956326,Child-directed
1828,26.0,0.35953617621976464,Child-directed
1829,26.0,0.3871341514234409,Child-directed
1830,26.0,0.3797973613595865,Child-directed
1831,26.0,0.3581045367483269,Child-directed
1832,26.0,0.3396773675701613,Child-directed
1833,26.0,0.38860799104174143,Child-directed
1834,26.0,0.3856624808119846,Child-directed
1835,26.0,0.36816932336446756,Child-directed
1836,26.0,0.3783364407199117,Child-directed
1837,26.0,0.35667494393873245,Child-directed
1838,26.0,0.3581045367483269,Child-directed
1839,26.0,0.3960099493374092,Child-directed
1840,26.0,0.36816932336446756,Child-directed
1841,26.0,0.37251400796847856,Child-directed
1842,26.0,0.4019712188539085,Child-directed
1843,26.0,0.3856624808119846,Child-directed
1844,26.0,0.390084006069862,Child-directed
1845,26.0,0.39452516806982996,Child-directed
1846,26.0,0.363843433417345,Child-directed
1847,26.0,0.3930425881096072,Child-directed
1848,26.0,0.37542098675978763,Child-directed
1849,26.0,0.37396644104879345,Child-directed
1850,26.0,0.4185503476568198,Child-directed
1851,26.0,0.3930425881096072,Child-directed
1852,26.0,0.3989861420104552,Child-directed
1853,26.0,0.3930425881096072,Child-directed
1854,26.0,0.38860799104174143,Child-directed
1855,26.0,0.3188288014486177,Child-directed
1856,26.0,0.40047756659712525,Child-directed
1857,26.0,0.37396644104879345,Child-directed
1858,26.0,0.3509769228240947,Child-directed
1859,26.0,0.3960099493374092,Child-directed
1860,26.0,0.3523983871714722,Child-directed
1861,26.0,0.3871341514234409,Child-directed
1862,26.0,0.3624056186477175,Child-directed
1863,26.0,0.36528331847533263,Child-directed
1864,26.0,0.3667252797922339,Child-directed
1865,26.0,0.37251400796847856,Child-directed
1866,26.0,0.40047756659712525,Child-directed
1867,26.0,0.3989861420104552,Child-directed
1868,26.0,0.35953617621976464,Child-directed
1869,26.0,0.3871341514234409,Child-directed
1870,26.0,0.3783364407199117,Child-directed
1871,26.0,0.40047756659712525,Child-directed
1872,26.0,0.3797973613595865,Child-directed
1873,26.0,0.36528331847533263,Child-directed
1874,26.0,0.4019712188539085,Child-directed
1875,26.0,0.3783364407199117,Child-directed
1876,26.0,0.3871341514234409,Child-directed
1877,26.0,0.40646560844174784,Child-directed
1878,26.0,0.3783364407199117,Child-directed
1879,26.0,0.363843433417345,Child-directed
1880,26.0,0.40947312950570314,Child-directed
1881,26.0,0.3581045367483269,Child-directed
1882,26.0,0.3960099493374092,Child-directed
1883,26.0,0.37542098675978763,Child-directed
1884,26.0,0.37396644104879345,Child-directed
1885,26.0,0.3396773675701613,Child-directed
1886,26.0,0.3783364407199117,Child-directed
1887,26.0,0.3624056186477175,Child-directed
1888,26.0,0.36961545521446726,Child-directed
1889,26.0,0.4079682383262829,Child-directed
1890,26.0,0.3930425881096072,Child-directed
1891,26.0,0.40047756659712525,Child-directed
1892,26.0,0.3871341514234409,Child-directed
1893,26.0,0.43540898448123644,Child-directed
1894,26.0,0.35953617621976464,Child-directed
1895,26.0,0.38860799104174143,Child-directed
1896,26.0,0.37542098675978763,Child-directed
1897,26.0,0.42924563677356775,Child-directed
1898,26.0,0.37542098675978763,Child-directed
1899,26.0,0.3768776512562517,Child-directed
1900,27.0,0.38272562113867487,Adult-directed
1901,27.0,0.353821874956326,Adult-directed
1902,27.0,0.41400143913045073,Adult-directed
1903,27.0,0.4019712188539085,Adult-directed
1904,27.0,0.3667252797922339,Adult-directed
1905,27.0,0.3783364407199117,Adult-directed
1906,27.0,0.41248972304512876,Adult-directed
1907,27.0,0.3989861420104552,Adult-directed
1908,27.0,0.37542098675978763,Adult-directed
1909,27.0,0.3783364407199117,Adult-directed
1910,27.0,0.3797973613595865,Adult-directed
1911,27.0,0.4049652330665133,Adult-directed
1912,27.0,0.40646560844174784,Adult-directed
1913,27.0,0.40646560844174784,Adult-directed
1914,27.0,0.3989861420104552,Adult-directed
1915,27.0,0.363843433417345,Adult-directed
1916,27.0,0.41248972304512876,Adult-directed
1917,27.0,0.38272562113867487,Adult-directed
1918,27.0,0.33827385856784115,Adult-directed
1919,27.0,0.3667252797922339,Adult-directed
1920,27.0,0.34531118528841737,Adult-directed
1921,27.0,0.3856624808119846,Adult-directed
1922,27.0,0.3667252797922339,Adult-directed
1923,27.0,0.3974969384589874,Adult-directed
1924,27.0,0.37251400796847856,Adult-directed
1925,27.0,0.36528331847533263,Adult-directed
1926,27.0,0.353821874956326,Adult-directed
1927,27.0,0.38272562113867487,Adult-directed
1928,27.0,0.40947312950570314,Adult-directed
1929,27.0,0.3509769228240947,Adult-directed
1930,27.0,0.37106368139083207,Adult-directed
1931,27.0,0.3915622029391729,Adult-directed
1932,27.0,0.37251400796847856,Adult-directed
1933,27.0,0.34955747616986843,Adult-directed
1934,27.0,0.355247391947547,Adult-directed
